"FirmId","VendorNumber","PurchaseOrderNumber","PurchaseOrderLineNumber","UnitCost","ExtendedCost","AccessClassification"
"01","000737","0045438","005","63.69","1910.7","AccountingRestricted"
"01","000737","0045438","010","120","120","AccountingRestricted"
"01","000737","0045438","015","0","0","AccountingRestricted"
"01","002875","0046134","005","589.05","25329.15","AccountingRestricted"
"01","002875","0046134","010","0","0","AccountingRestricted"
"01","004650","0028295","005","0.42","10.5","AccountingRestricted"
"01","004650","0028295","010","0.83","20.75","AccountingRestricted"
"01","004650","0028295","015","0.34","25.5","AccountingRestricted"
"01","004650","0028295","020","0.73","36.5","AccountingRestricted"
"01","004650","0028295","025","0.94","23.5","AccountingRestricted"
"01","004650","0028295","030","1.25","62.5","AccountingRestricted"
"01","004650","0028295","035","1.8","54","AccountingRestricted"
"01","004650","0028295","040","2.5","75","AccountingRestricted"
"01","004650","0028343","005","193","193","AccountingRestricted"
"01","004650","0028343","010","8","8","AccountingRestricted"
"01","004650","0028343","015","5.92","5.92","AccountingRestricted"
"01","004650","0028471","005","0.34","34","AccountingRestricted"
"01","004650","0028471","010","35","35","AccountingRestricted"
"01","034975","0028037","010","5.6","28","AccountingRestricted"
"01","034975","0028037","015","150","150","AccountingRestricted"
"01","034975","0028037","020","0","0","AccountingRestricted"
"01","034975","0028037","025","0","0","AccountingRestricted"
"01","034975","0038810","010","5.6","22.4","AccountingRestricted"
"01","034975","0041750","020","6.5","650","AccountingRestricted"
"01","034975","0041750","025","6.5","650","AccountingRestricted"
"01","034975","0042850","010","1.8","450","AccountingRestricted"
"01","034975","0043581","020","6.5","650","AccountingRestricted"
"01","034975","0043581","025","0","0","AccountingRestricted"
"01","034975","0043917","005","115","2875","AccountingRestricted"
"01","034975","0043917","010","0","0","AccountingRestricted"
"01","036787","0046101","005","36.64","2198.4","AccountingRestricted"
"01","036787","0046101","010","0","0","AccountingRestricted"
"01","052350","0004162","005","0.6425","64.25","AccountingRestricted"
"01","052350","0004162","015","0","0","AccountingRestricted"
"01","052350","0026509","020","0.41","36.9","AccountingRestricted"
"01","052350","0026509","034","4.86","121.5","AccountingRestricted"
"01","052350","0026509","035","0","0","AccountingRestricted"
"01","052350","0026546","002","0.42","21","AccountingRestricted"
"01","052350","0026595","015","0.77","77","AccountingRestricted"
"01","052350","0026613","001","0.29","29","AccountingRestricted"
"01","052350","0026613","002","0.29","29","AccountingRestricted"
"01","052350","0026613","003","0","0","AccountingRestricted"
"01","052350","0026613","025","0.35","35","AccountingRestricted"
"01","052350","0026613","026","0","0","AccountingRestricted"
"01","052350","0026613","068","0.38","76","AccountingRestricted"
"01","052350","0026613","069","0","0","AccountingRestricted"
"01","052350","0026792","009","0.11","6.6","AccountingRestricted"
"01","052350","0026944","005","7.03","35.15","AccountingRestricted"
"01","052350","0026989","013","0.05","0.25","AccountingRestricted"
"01","052350","0027112","004","3.35","167.5","AccountingRestricted"
"01","052350","0027131","185","0.0872","1.744","AccountingRestricted"
"01","052350","0027678","025","0.38","13.3","AccountingRestricted"
"01","052350","0027891","015","0.16","0.32","AccountingRestricted"
"01","052350","0028127","020","6.38","63.8","AccountingRestricted"
"01","052350","0028345","035","0.019","0.076","AccountingRestricted"
"01","052350","0038412","020","0.59","30.09","AccountingRestricted"
"01","052350","0038482","020","0.1903","4.7575","AccountingRestricted"
"01","052350","0038488","005","0.6943","69.43","AccountingRestricted"
"01","052350","0038488","010","0","0","AccountingRestricted"
"01","052350","0038747","005","0.34","1.02","AccountingRestricted"
"01","052350","0038923","005","0.575","0","AccountingRestricted"
"01","052350","0039267","010","1.88","3.76","AccountingRestricted"
"01","052350","0039518","005","0.005","25","AccountingRestricted"
"01","052350","0039527","005","0.007","28","AccountingRestricted"
"01","052350","0039527","006","0","0","AccountingRestricted"
"01","052350","0039527","011","0.39","390","AccountingRestricted"
"01","052350","0039527","012","0","0","AccountingRestricted"
"01","052350","0039683","020","0.66","66","AccountingRestricted"
"01","052350","0039683","030","2.5","75","AccountingRestricted"
"01","052350","0039762","095","0.42","10.5","AccountingRestricted"
"01","052350","0039762","100","0","0","AccountingRestricted"
"01","052350","0039993","015","1.0404","1.0404","AccountingRestricted"
"01","052350","0039993","020","0","0","AccountingRestricted"
"01","052350","0040131","015","0.0575","6.325","AccountingRestricted"
"01","052350","0040131","020","0.0056","0.616","AccountingRestricted"
"01","052350","0040277","005","5","25","AccountingRestricted"
"01","052350","0040277","010","5","25","AccountingRestricted"
"01","052350","0040277","015","0","0","AccountingRestricted"
"01","052350","0040277","020","1.629","8.145","AccountingRestricted"
"01","052350","0040277","025","1.629","8.145","AccountingRestricted"
"01","052350","0040277","030","0","0","AccountingRestricted"
"01","052350","0040277","035","7.97","39.85","AccountingRestricted"
"01","052350","0040277","040","7.97","15.94","AccountingRestricted"
"01","052350","0040277","045","0","0","AccountingRestricted"
"01","052350","0040418","070","0.3331","9.993","AccountingRestricted"
"01","052350","0040418","075","0.3331","23.317","AccountingRestricted"
"01","052350","0040506","030","1.17","5.85","AccountingRestricted"
"01","052350","0040506","035","0","0","AccountingRestricted"
"01","052350","0040552","005","0.0313","21.91","AccountingRestricted"
"01","052350","0040552","010","0.0313","31.3","AccountingRestricted"
"01","052350","0040552","015","0.0313","9.39","AccountingRestricted"
"01","052350","0040552","020","0","0","AccountingRestricted"
"01","052350","0040552","025","0.1482","44.46","AccountingRestricted"
"01","052350","0040552","030","0.1482","66.69","AccountingRestricted"
"01","052350","0040552","035","0.1482","37.05","AccountingRestricted"
"01","052350","0040552","040","0","0","AccountingRestricted"
"01","052350","0040661","025","5.52","22.08","AccountingRestricted"
"01","052350","0040754","035","0.0704","105.6","AccountingRestricted"
"01","052350","0040754","040","0","0","AccountingRestricted"
"01","052350","0040949","005","6.06","36.36","AccountingRestricted"
"01","052350","0040949","010","0","0","AccountingRestricted"
"01","052350","0040966","005","0.1981","5.943","AccountingRestricted"
"01","052350","0040966","010","0.1981","23.772","AccountingRestricted"
"01","052350","0040966","015","0","0","AccountingRestricted"
"01","052350","0040966","020","1.426","57.04","AccountingRestricted"
"01","052350","0040966","025","1.426","7.13","AccountingRestricted"
"01","052350","0040966","030","1.426","7.13","AccountingRestricted"
"01","052350","0040966","035","0","0","AccountingRestricted"
"01","052350","0040983","005","0.9256","185.12","AccountingRestricted"
"01","052350","0040983","010","0","0","AccountingRestricted"
"01","052350","0042130","100","1.0894","62.0958","AccountingRestricted"
"01","052350","0042130","105","1.0894","98.046","AccountingRestricted"
"01","052350","0042183","010","0.1314","72.27","AccountingRestricted"
"01","052350","0042183","015","0","0","AccountingRestricted"
"01","052350","0042330","015","0.4111","9.8664","AccountingRestricted"
"01","052350","0042425","005","3.3856","135.424","AccountingRestricted"
"01","052350","0042566","005","0.2429","20.1607","AccountingRestricted"
"01","052350","0043687","005","0.2534","2.534","AccountingRestricted"
"01","052350","0043687","010","4.308","34.464","AccountingRestricted"
"01","052350","0043687","015","5.95","83.3","AccountingRestricted"
"01","052350","0043687","020","6.316","69.476","AccountingRestricted"
"01","052350","0043698","005","0.0183","0.732","AccountingRestricted"
"01","052350","0043698","010","5.952","124.992","AccountingRestricted"
"01","052350","0043698","015","0.03","0.03","AccountingRestricted"
"01","052350","0044104","040","1.55","1.55","AccountingRestricted"
"01","052350","0044900","005","12.4235","931.7625","AccountingRestricted"
"01","052350","0044900","010","0","0","AccountingRestricted"
"01","052350","0046118","005","0.3858","964.5","AccountingRestricted"
"01","142987","0042274","005","26.93","107.72","AccountingRestricted"
"01","152675","0038385","020","159.5","159.5","AccountingRestricted"
"01","152675","0046088","005","348.36","348.36","AccountingRestricted"
"01","152675","0046088","010","19","19","AccountingRestricted"
"01","152675","0046088","015","0","0","AccountingRestricted"
"01","152675","0046129","015","203.54","203.54","AccountingRestricted"
"01","152675","0271231","005","83","83","AccountingRestricted"
"01","152675","0271231","010","0","0","AccountingRestricted"
"01","157050","0026641","001","0.02","11","AccountingRestricted"
"01","184725","0027238","005","1.63","0","AccountingRestricted"
"01","184725","0038538","005","3.14","15.7","AccountingRestricted"
"01","184725","0038538","010","25.59","25.59","AccountingRestricted"
"01","184725","0038538","015","0","0","AccountingRestricted"
"01","184725","0038626","005","0.0366","0.1464","AccountingRestricted"
"01","184725","0040231","005","0.456","50.16","AccountingRestricted"
"01","184725","0040231","010","0","0","AccountingRestricted"
"01","184725","0040231","015","0.456","50.16","AccountingRestricted"
"01","184725","0040231","020","0","0","AccountingRestricted"
"01","184725","0040232","005","11.46","45.84","AccountingRestricted"
"01","184725","0040232","010","0","0","AccountingRestricted"
"01","184725","0040232","015","1.0336","113.696","AccountingRestricted"
"01","184725","0040232","020","0","0","AccountingRestricted"
"01","184725","0040937","005","0.0924","48.51","AccountingRestricted"
"01","184725","0040937","010","0","0","AccountingRestricted"
"01","184725","0040952","005","1.357","35.282","AccountingRestricted"
"01","184725","0040952","010","0.1252","25.04","AccountingRestricted"
"01","184725","0040952","015","0","0","AccountingRestricted"
"01","184725","0041124","005","0.459","10.098","AccountingRestricted"
"01","184725","0041124","010","0","0","AccountingRestricted"
"01","184725","0041465","001","10.81","1189.1","AccountingRestricted"
"01","184725","0041465","002","3.06","229.5","AccountingRestricted"
"01","184725","0041465","003","0.3417","37.587","AccountingRestricted"
"01","184725","0042268","005","28.98","57.96","AccountingRestricted"
"01","184725","0042268","010","0","0","AccountingRestricted"
"01","184725","0042268","015","0","0","AccountingRestricted"
"01","184725","0042268","020","0.99","1.98","AccountingRestricted"
"01","184725","0042268","025","0","0","AccountingRestricted"
"01","184725","0042268","030","0.2","0.2","AccountingRestricted"
"01","184725","0042804","005","0.81","0","AccountingRestricted"
"01","184725","0042946","015","0.1938","4.0698","AccountingRestricted"
"01","184725","0042946","020","0","0","AccountingRestricted"
"01","184725","0043141","005","0.3896","974","AccountingRestricted"
"01","184725","0043199","005","0.401","2.005","AccountingRestricted"
"01","184725","0043199","010","0","0","AccountingRestricted"
"01","184725","0043199","015","0.401","6.015","AccountingRestricted"
"01","184725","0043199","020","0","0","AccountingRestricted"
"01","184725","0043636","005","1.32","132","AccountingRestricted"
"01","184725","0044725","005","0.8625","431.25","AccountingRestricted"
"01","184725","0045960","005","72.3092","5206.2624","AccountingRestricted"
"01","184725","0046121","080","0.4754","23.77","AccountingRestricted"
"01","201893","0027336","005","0.008","4","AccountingRestricted"
"01","201893","0040448","030","0.005","0","AccountingRestricted"
"01","201893","0044225","015","0.008","2.84","AccountingRestricted"
"01","201893","0044225","020","0.008","5.16","AccountingRestricted"
"01","201893","0044225","025","0.06","3","AccountingRestricted"
"01","201893","0044225","030","0.06","4.2","AccountingRestricted"
"01","201893","0044225","035","0.06","14.4","AccountingRestricted"
"01","201893","0044225","040","0.06","36","AccountingRestricted"
"01","201893","0044225","045","0.06","1.5","AccountingRestricted"
"01","201893","0044225","050","0.06","60.9","AccountingRestricted"
"01","201893","0044391","005","0.02","20","AccountingRestricted"
"01","201893","0044391","010","0.1","10","AccountingRestricted"
"01","201893","0046137","005","0.02","0.6","AccountingRestricted"
"01","201893","0046137","010","0.02","39.4","AccountingRestricted"
"01","232292","0027562","005","10","90","AccountingRestricted"
"01","232292","0027562","010","10","60","AccountingRestricted"
"01","232292","0027562","015","7.5","30","AccountingRestricted"
"01","232292","0027562","020","7.5","45","AccountingRestricted"
"01","288725","0012292","005","0.184","18.4","AccountingRestricted"
"01","288725","0027206","040","0.22","11","AccountingRestricted"
"01","288725","0027208","010","0.95","0.95","AccountingRestricted"
"01","288725","0027239","035","0.11","11","AccountingRestricted"
"01","288725","0027300","035","0.03","3","AccountingRestricted"
"01","288725","0027300","040","0.03","12","AccountingRestricted"
"01","288725","0027300","045","0.04","2","AccountingRestricted"
"01","288725","0027300","050","0.04","10","AccountingRestricted"
"01","288725","0027300","065","0.09","20.52","AccountingRestricted"
"01","288725","0027300","070","0.09","1.98","AccountingRestricted"
"01","288725","0027300","080","45.58","45.58","AccountingRestricted"
"01","288725","0027541","005","1.17","1.17","AccountingRestricted"
"01","288725","0027994","025","38","38","AccountingRestricted"
"01","288725","0028545","020","0","0","AccountingRestricted"
"01","288725","0040579","005","0.897","10.764","AccountingRestricted"
"01","288725","0040579","010","0.897","13.455","AccountingRestricted"
"01","288725","0040579","015","0.897","4.485","AccountingRestricted"
"01","288725","0040579","020","0","0","AccountingRestricted"
"01","288725","0041641","005","0.085","6.375","AccountingRestricted"
"01","288725","0041641","006","0.085","36.125","AccountingRestricted"
"01","288725","0045328","005","31.2974","31.2974","AccountingRestricted"
"01","297438","0027082","003","1.34","2.68","AccountingRestricted"
"01","297438","0027082","004","1.34","46.9","AccountingRestricted"
"01","297438","0027082","005","1.34","17.42","AccountingRestricted"
"01","297438","0027082","006","0","0","AccountingRestricted"
"01","297438","0028191","015","2.97","-29.7","AccountingRestricted"
"01","297438","0028191","020","2.97","29.7","AccountingRestricted"
"01","297438","0028419","020","2.97","0","AccountingRestricted"
"01","297438","0028504","035","2.97","297","AccountingRestricted"
"01","297438","0028504","040","0","0","AccountingRestricted"
"01","297438","0028504","045","0","0","AccountingRestricted"
"01","297438","0039556","005","6.8","272","AccountingRestricted"
"01","297438","0039556","010","6.8","68","AccountingRestricted"
"01","297438","0039556","015","0","0","AccountingRestricted"
"01","297438","0045974","005","0.41","410","AccountingRestricted"
"01","297438","0045974","010","36.9","36.9","AccountingRestricted"
"01","297438","0045974","015","0.345","345","AccountingRestricted"
"01","297438","0045974","020","62.1","62.1","AccountingRestricted"
"01","297438","0045978","005","0.0127","114.3","AccountingRestricted"
"01","297438","0045978","010","31.43","31.43","AccountingRestricted"
"01","316150","0044734","005","60.21","1204.2","AccountingRestricted"
"01","316150","0044734","010","67.42","1348.4","AccountingRestricted"
"01","423887","0000001","005","0.55","220","AccountingRestricted"
"01","423887","0000001","010","0","0","AccountingRestricted"
"01","423887","0000001","020","0","0","AccountingRestricted"
"01","423887","0027742","005","0.52","5.2","AccountingRestricted"
"01","423887","0038540","005","0.91","136.5","AccountingRestricted"
"01","423887","0038540","010","0.91","45.5","AccountingRestricted"
"01","549825","0026635","011","3.33","6.66","AccountingRestricted"
"01","549825","0026635","012","0","0","AccountingRestricted"
"01","549825","0027310","035","8.5","170","AccountingRestricted"
"01","549825","0027310","040","0","0","AccountingRestricted"
"01","549825","0027310","045","0","0","AccountingRestricted"
"01","549825","0027316","035","1.92","67.2","AccountingRestricted"
"01","549825","0027379","020","3.45","0","AccountingRestricted"
"01","549825","0027594","020","8.68","112.84","AccountingRestricted"
"01","549825","0027594","025","0","0","AccountingRestricted"
"01","549825","0027594","030","0","0","AccountingRestricted"
"01","549825","0027773","015","1.53","4.59","AccountingRestricted"
"01","549825","0027773","020","0","0","AccountingRestricted"
"01","549825","0028352","010","11.58","-220.02","AccountingRestricted"
"01","549825","0028352","015","0","0","AccountingRestricted"
"01","549825","0028352","020","11.58","451.62","AccountingRestricted"
"01","549825","0028423","020","0","0","AccountingRestricted"
"01","549825","0039471","025","0.44","13.2","AccountingRestricted"
"01","549825","0039560","015","3.36","131.04","AccountingRestricted"
"01","549825","0040959","005","3.89","97.25","AccountingRestricted"
"01","549825","0040959","010","3.89","194.5","AccountingRestricted"
"01","549825","0040959","015","0.335","25.795","AccountingRestricted"
"01","549825","0040962","025","2.79","139.5","AccountingRestricted"
"01","549825","0040962","030","2.79","13.95","AccountingRestricted"
"01","549825","0040962","035","0","0","AccountingRestricted"
"01","549825","0041082","020","0.426","22.578","AccountingRestricted"
"01","549825","0041807","005","6.9","0","AccountingRestricted"
"01","549825","0041807","010","6.9","0","AccountingRestricted"
"01","549825","0041807","015","6.9","0","AccountingRestricted"
"01","549825","0042092","025","0.32","16","AccountingRestricted"
"01","549825","0042092","030","0.32","1.6","AccountingRestricted"
"01","549825","0042092","035","0.32","14.4","AccountingRestricted"
"01","549825","0042234","005","36.89","36.89","AccountingRestricted"
"01","549825","0042234","010","36.89","36.89","AccountingRestricted"
"01","549825","0044931","005","52.44","1678.08","AccountingRestricted"
"01","549825","0044931","010","52.44","1678.08","AccountingRestricted"
"01","549825","0045089","005","17.74","851.52","AccountingRestricted"
"01","549825","0045921","005","0.083","1.577","AccountingRestricted"
"01","549825","0046080","005","4.04","4.04","AccountingRestricted"
"01","549825","0046136","005","9.93","297.9","AccountingRestricted"
"01","549825","0046136","010","9.93","99.3","AccountingRestricted"
"01","549825","0046136","015","63.94","63.94","AccountingRestricted"
"01","549825","0267921","001","0.33","2.64","AccountingRestricted"
"01","549825","0267921","002","0.33","1.98","AccountingRestricted"
"01","549825","0267921","003","0.33","28.38","AccountingRestricted"
"01","549825","0267921","004","0.33","16.5","AccountingRestricted"
"01","549825","0267921","005","0.264","2.64","AccountingRestricted"
"01","549825","0267921","006","0.264","50.16","AccountingRestricted"
"01","559850","0028001","006","3.92","15680","AccountingRestricted"
"01","559850","0028001","010","0","0","AccountingRestricted"
"01","559850","0028001","015","0","0","AccountingRestricted"
"01","562250","0040954","005","0.0449","13.47","AccountingRestricted"
"01","562250","0040954","010","0.0192","9.6","AccountingRestricted"
"01","562250","0040954","015","0.0274","8.22","AccountingRestricted"
"01","562250","0040954","020","0.034","10.2","AccountingRestricted"
"01","562250","0040954","025","0","0","AccountingRestricted"
"01","562250","0041558","001","0.0152","0.304","AccountingRestricted"
"01","562250","0041558","002","0.0152","2.736","AccountingRestricted"
"01","562250","0041558","003","0","0","AccountingRestricted"
"01","562250","0041558","004","0.1068","3.204","AccountingRestricted"
"01","562250","0041558","005","0.1068","7.476","AccountingRestricted"
"01","562250","0041558","006","0","0","AccountingRestricted"
"01","562250","0043693","005","0.0622","1.866","AccountingRestricted"
"01","562250","0043693","010","0.0622","1.555","AccountingRestricted"
"01","562250","0043693","015","0.0622","2.799","AccountingRestricted"
"01","562250","0043693","020","9.18","9.18","AccountingRestricted"
"01","562250","0043693","025","9.18","9.18","AccountingRestricted"
"01","562250","0043693","030","9.18","9.18","AccountingRestricted"
"01","562250","0043693","035","14.91","14.91","AccountingRestricted"
"01","562250","0043693","040","14.91","14.91","AccountingRestricted"
"01","562250","0043693","045","8","16","AccountingRestricted"
"01","562250","0043693","050","8.6","8.6","AccountingRestricted"
"01","562250","0043863","020","0.1365","0.6825","AccountingRestricted"
"01","562250","0044280","005","17.5","35","AccountingRestricted"
"01","562250","0044280","010","20.2","20.2","AccountingRestricted"
"01","562250","0044280","015","8.61","8.61","AccountingRestricted"
"01","562250","0044382","005","0.0713","7.13","AccountingRestricted"
"01","562250","0044382","010","7.36","7.36","AccountingRestricted"
"01","586250","0027274","030","3.43","120.05","AccountingRestricted"
"01","586250","0027596","005","8.93","26.79","AccountingRestricted"
"01","586250","0027596","010","8.93","250.04","AccountingRestricted"
"01","586250","0027952","015","0.22","0","AccountingRestricted"
"01","586250","0038837","005","0.204","6.12","AccountingRestricted"
"01","586250","0038837","010","0.428","12.84","AccountingRestricted"
"01","586250","0038837","015","0.255","8.925","AccountingRestricted"
"01","586250","0038837","020","0.053","5.3","AccountingRestricted"
"01","586250","0038837","025","0.52","2.6","AccountingRestricted"
"01","586250","0038837","030","0.203","7.105","AccountingRestricted"
"01","586250","0038837","035","0.332","9.96","AccountingRestricted"
"01","586250","0038844","005","0.198","49.5","AccountingRestricted"
"01","586250","0038844","010","0.198","25.74","AccountingRestricted"
"01","586250","0038844","015","0.198","3.96","AccountingRestricted"
"01","586250","0039657","005","5.03","603.6","AccountingRestricted"
"01","586250","0039657","010","5.03","25.15","AccountingRestricted"
"01","586250","0039657","015","0","0","AccountingRestricted"
"01","586250","0040024","025","0.061","37.82","AccountingRestricted"
"01","586250","0040624","010","0.068","6.324","AccountingRestricted"
"01","586250","0040624","015","0","0","AccountingRestricted"
"01","586250","0040808","005","0.131","6.55","AccountingRestricted"
"01","586250","0040808","010","0","0","AccountingRestricted"
"01","586250","0040953","005","0.681","68.1","AccountingRestricted"
"01","586250","0040953","010","1.06","107.06","AccountingRestricted"
"01","586250","0040953","015","0.019","2.47","AccountingRestricted"
"01","586250","0040953","020","0.026","3.38","AccountingRestricted"
"01","586250","0040953","025","0.019","2.47","AccountingRestricted"
"01","586250","0040953","030","0","0","AccountingRestricted"
"01","586250","0041383","004","4.15","141.1","AccountingRestricted"
"01","586250","0041784","005","0.119","20.825","AccountingRestricted"
"01","586250","0042135","060","0.138","5.244","AccountingRestricted"
"01","586250","0042135","085","0.138","9.522","AccountingRestricted"
"01","586250","0042161","010","2.78","16.68","AccountingRestricted"
"01","586250","0042457","015","0.701","1402","AccountingRestricted"
"01","586250","0042471","015","1.59","858.6","AccountingRestricted"
"01","586250","0042471","020","2.01","2.01","AccountingRestricted"
"01","586250","0042471","025","0","0","AccountingRestricted"
"01","586250","0042606","005","34.56","69.12","AccountingRestricted"
"01","586250","0042606","010","0","0","AccountingRestricted"
"01","586250","0043115","005","4.09","32.72","AccountingRestricted"
"01","586250","0043123","005","0.2","28","AccountingRestricted"
"01","586250","0043179","005","332.16","332.16","AccountingRestricted"
"01","586250","0043179","010","224.18","224.18","AccountingRestricted"
"01","586250","0043179","020","413.84","413.84","AccountingRestricted"
"01","586250","0043554","005","8.3","16.6","AccountingRestricted"
"01","586250","0043554","010","6.56","65.6","AccountingRestricted"
"01","586250","0043554","015","0.088","4.4","AccountingRestricted"
"01","586250","0043696","005","2.07","45.54","AccountingRestricted"
"01","586250","0043696","010","2.96","186.48","AccountingRestricted"
"01","586250","0043713","015","18.63","18.63","AccountingRestricted"
"01","586250","0043713","120","0.146","14.6","AccountingRestricted"
"01","586250","0043725","040","0.033","3.3","AccountingRestricted"
"01","586250","0043893","015","0.546","21.84","AccountingRestricted"
"01","586250","0044084","040","0.038","8.17","AccountingRestricted"
"01","586250","0044084","065","0.139","16.68","AccountingRestricted"
"01","586250","0044133","010","0.044","0.88","AccountingRestricted"
"01","586250","0044133","012","0","0","AccountingRestricted"
"01","586250","0044171","050","1.83","9.15","AccountingRestricted"
"01","586250","0044989","010","0.503","1.006","AccountingRestricted"
"01","586250","0045037","010","2.82","73.32","AccountingRestricted"
"01","586250","0045475","005","1.6","40","AccountingRestricted"
"01","586250","0045475","010","0","0","AccountingRestricted"
"01","586250","0045884","020","23.3","1398","AccountingRestricted"
"01","586250","0045884","025","23.3","1351.4","AccountingRestricted"
"01","586250","0045884","030","955.3","955.3","AccountingRestricted"
"01","586250","0046040","005","2.42","31.46","AccountingRestricted"
"01","586250","0046040","006","2.42","29.04","AccountingRestricted"
"01","586250","0046112","005","1.69","219.7","AccountingRestricted"
"01","586250","0046112","010","10.29","10.29","AccountingRestricted"
"01","586250","0046117","005","1.34","136.68","AccountingRestricted"
"01","586250","0046117","010","0.352","35.552","AccountingRestricted"
"01","586250","0046117","015","0.134","13.668","AccountingRestricted"
"01","586250","0046117","020","0.671","67.771","AccountingRestricted"
"01","586250","0046117","025","0.061","6.1","AccountingRestricted"
"01","586250","0046117","030","0.069","8.97","AccountingRestricted"
"01","586250","0046117","035","0.307","30.7","AccountingRestricted"
"01","586250","0046117","040","0.042","5.46","AccountingRestricted"
"01","586250","0046117","045","1.06","137.8","AccountingRestricted"
"01","586250","0046117","050","0.029","14.5","AccountingRestricted"
"01","586250","0046117","055","0.027","3.51","AccountingRestricted"
"01","586250","0046117","060","0.044","5.72","AccountingRestricted"
"01","586250","0046117","065","0.058","7.54","AccountingRestricted"
"01","586250","0046117","070","0.043","5.59","AccountingRestricted"
"01","586250","0046117","075","0.032","3.2","AccountingRestricted"
"01","586250","0046117","080","0.151","34.73","AccountingRestricted"
"01","586250","0046117","085","0.032","3.2","AccountingRestricted"
"01","586250","0046117","090","0.028","9.24","AccountingRestricted"
"01","586250","0046117","095","0.569","227.6","AccountingRestricted"
"01","586250","0046117","100","61.69","61.69","AccountingRestricted"
"01","586250","0046117","105","14.79","14.79","AccountingRestricted"
"01","586250","0046123","005","0.057","11.97","AccountingRestricted"
"01","586250","0046123","010","0.031","1.24","AccountingRestricted"
"01","586250","0046123","015","0.038","1.52","AccountingRestricted"
"01","586250","0046123","020","0.058","2.32","AccountingRestricted"
"01","586250","0046123","025","0.097","3.88","AccountingRestricted"
"01","586250","0046123","030","0.064","2.56","AccountingRestricted"
"01","586250","0046123","035","0.064","2.56","AccountingRestricted"
"01","586250","0046123","040","8.21","205.25","AccountingRestricted"
"01","586250","0046123","045","0.14","14","AccountingRestricted"
"01","586250","0046123","050","0.117","5.85","AccountingRestricted"
"01","586250","0046123","055","0.064","11.52","AccountingRestricted"
"01","586250","0046123","060","2.15","137.6","AccountingRestricted"
"01","586250","0046123","065","0.17","17.85","AccountingRestricted"
"01","586250","0046123","070","0.161","8.05","AccountingRestricted"
"01","586250","0046123","075","0.98","35.28","AccountingRestricted"
"01","586250","0046123","080","5.94","59.4","AccountingRestricted"
"01","586250","0046123","085","0.075","6","AccountingRestricted"
"01","586250","0046123","090","21.37","21.37","AccountingRestricted"
"01","586250","0046123","095","12.99","12.99","AccountingRestricted"
"01","586250","0046127","005","0.085","8.5","AccountingRestricted"
"01","586250","0046127","010","0.026","1.3","AccountingRestricted"
"01","586250","0046127","015","0.099","4.95","AccountingRestricted"
"01","586250","0046127","020","0.097","4.85","AccountingRestricted"
"01","586250","0046127","025","0.041","2.05","AccountingRestricted"
"01","586250","0046127","030","0.14","14","AccountingRestricted"
"01","586250","0046127","035","0.073","7.3","AccountingRestricted"
"01","586250","0046127","040","0.17","25.5","AccountingRestricted"
"01","586250","0046127","045","0.164","8.2","AccountingRestricted"
"01","586250","0046127","050","0.98","35.28","AccountingRestricted"
"01","586250","0046127","055","4.42","97.24","AccountingRestricted"
"01","586250","0046127","060","0.012","0.48","AccountingRestricted"
"01","586250","0046127","065","0.071","8.52","AccountingRestricted"
"01","586250","0046127","070","0.292","11.68","AccountingRestricted"
"01","586250","0046127","075","0.017","0.85","AccountingRestricted"
"01","586250","0046127","080","0.014","0.7","AccountingRestricted"
"01","586250","0046127","085","5.83","5.83","AccountingRestricted"
"01","586250","0046127","090","10.29","10.29","AccountingRestricted"
"01","586250","0447557","005","0.025","65.75","AccountingRestricted"
"01","586250","0447557","010","0.025","9.25","AccountingRestricted"
"01","586250","0447557","015","0.005","8.8","AccountingRestricted"
"01","586250","0447557","020","0.005","16.2","AccountingRestricted"
"01","586250","0447557","025","7.99","7.99","AccountingRestricted"
"01","604338","0026987","009","0.18","3.6","AccountingRestricted"
"01","604338","0027116","001","0","0","AccountingRestricted"
"01","604338","0027116","002","0","0","AccountingRestricted"
"01","604338","0027148","026","0.36","12.96","AccountingRestricted"
"01","604338","0027216","030","0.187","1.496","AccountingRestricted"
"01","604338","0028098","051","0","0","AccountingRestricted"
"01","604338","0028202","005","2.5","25","AccountingRestricted"
"01","604338","0028202","010","2.5","25","AccountingRestricted"
"01","604338","0028294","015","0.362","77.106","AccountingRestricted"
"01","604338","0028377","015","2.5","2.5","AccountingRestricted"
"01","604338","0028403","040","2.05","205","AccountingRestricted"
"01","604338","0028403","045","2.05","205","AccountingRestricted"
"01","604338","0038379","015","0.8646","0","AccountingRestricted"
"01","604338","0038409","100","1.63","3.26","AccountingRestricted"
"01","604338","0038530","005","0.9138","47.5176","AccountingRestricted"
"01","604338","0039160","005","0.02","4","AccountingRestricted"
"01","604338","0039160","075","3.36","137.76","AccountingRestricted"
"01","604338","0039349","010","2.15","21.5","AccountingRestricted"
"01","604338","0039502","030","0.03","2.4","AccountingRestricted"
"01","604338","0042149","005","0.11","49.5","AccountingRestricted"
"01","604338","0042149","010","0.11","5.5","AccountingRestricted"
"01","604338","0042149","015","0","0","AccountingRestricted"
"01","604338","0042351","005","0.158","39.5","AccountingRestricted"
"01","604338","0042351","010","0.192","28.8","AccountingRestricted"
"01","604338","0042717","005","9.29","9.29","AccountingRestricted"
"01","604338","0042717","010","0","0","AccountingRestricted"
