"FirmId","VendorNumber","PurchaseOrderNumber","PurchaseOrderLineNumber","UnitCost","ExtendedCost","AccessClassification"
"01","604338","0042717","015","1.02","5.1","AccountingRestricted"
"01","604338","0042717","020","0","0","AccountingRestricted"
"01","604338","0042717","025","1.02","4.08","AccountingRestricted"
"01","604338","0042717","030","0","0","AccountingRestricted"
"01","604338","0043039","015","0.161","0.805","AccountingRestricted"
"01","604338","0043039","020","0.161","79.695","AccountingRestricted"
"01","604338","0043508","005","2.76","2.76","AccountingRestricted"
"01","604338","0043645","015","0.606","0.606","AccountingRestricted"
"01","604338","0045867","005","16.67","116.69","AccountingRestricted"
"01","697850","0045142","005","41.82","83.64","AccountingRestricted"
"01","697850","0045142","010","38.76","77.52","AccountingRestricted"
"01","697850","0045142","015","10.57","21.14","AccountingRestricted"
"01","697850","0045142","020","9.8","19.6","AccountingRestricted"
"01","854250","0012291","010","4.19","12.57","AccountingRestricted"
"01","854250","0012291","011","3.45","310.5","AccountingRestricted"
"01","854250","0012291","012","4.19","586.6","AccountingRestricted"
"01","854250","0012291","013","0.42","10.5","AccountingRestricted"
"01","854250","0012291","014","0.42","10.5","AccountingRestricted"
"01","854250","0012291","015","0.1","2.5","AccountingRestricted"
"01","854250","0012291","016","0.42","10.5","AccountingRestricted"
"01","854250","0012291","017","0.29","87","AccountingRestricted"
"01","854250","0012291","018","0.11","0.44","AccountingRestricted"
"01","854250","0012291","019","0.11","33","AccountingRestricted"
"01","854250","0012291","020","0.1","2.5","AccountingRestricted"
"01","854250","0012291","021","0.075","1.875","AccountingRestricted"
"01","854250","0012291","022","0.29","7.25","AccountingRestricted"
"01","854250","0012291","023","1.2","120","AccountingRestricted"
"01","854250","0012291","024","4.19","419","AccountingRestricted"
"01","854250","0012291","025","0.11","16.5","AccountingRestricted"
"01","854250","0012291","026","0.29","203","AccountingRestricted"
"01","854250","0012291","027","0.42","4.2","AccountingRestricted"
"01","854250","0012291","028","0.075","10.5","AccountingRestricted"
"01","854250","0012291","029","0.29","40.6","AccountingRestricted"
"01","854250","0012291","030","0.29","58","AccountingRestricted"
"01","854250","0012291","031","0.42","6.3","AccountingRestricted"
"01","854250","0012291","032","0.42","10.5","AccountingRestricted"
"01","854250","0012291","033","0.08","4","AccountingRestricted"
"01","854250","0012291","034","0.11","22","AccountingRestricted"
"01","854250","0012291","035","6.13","613","AccountingRestricted"
"01","854250","0012291","036","0.11","11","AccountingRestricted"
"01","854250","0012291","037","0.11","33","AccountingRestricted"
"01","854250","0012291","038","2.29","25.19","AccountingRestricted"
"01","854250","0012291","039","2.29","13.74","AccountingRestricted"
"01","854250","0012291","040","2.29","32.06","AccountingRestricted"
"01","854250","0012291","041","2.29","36.64","AccountingRestricted"
"01","854250","0012291","042","0.075","5.625","AccountingRestricted"
"01","854250","0012291","043","0.29","21.75","AccountingRestricted"
"01","854250","0012291","044","0.075","1.875","AccountingRestricted"
"01","854250","0012291","045","0.29","7.25","AccountingRestricted"
"01","854250","0012291","046","0.1","0.6","AccountingRestricted"
"01","854250","0012291","047","0.11","12.1","AccountingRestricted"
"01","854250","0012291","048","0.11","7.7","AccountingRestricted"
"01","854250","0012291","049","0.11","13.2","AccountingRestricted"
"01","854250","0012291","050","0.075","3.375","AccountingRestricted"
"01","854250","0012291","051","0.29","13.05","AccountingRestricted"
"01","854250","0012291","052","2.29","27.48","AccountingRestricted"
"01","854250","0012291","053","0.42","5.04","AccountingRestricted"
"01","854250","0012291","054","0.29","77.72","AccountingRestricted"
"01","854250","0012291","055","0.075","1.5","AccountingRestricted"
"01","854250","0012291","056","0.29","5.8","AccountingRestricted"
"01","854250","0012291","057","0.075","0.75","AccountingRestricted"
"01","854250","0012291","058","0.29","2.9","AccountingRestricted"
"01","854250","0012291","059","0.98","0.98","AccountingRestricted"
"01","854250","0012291","060","0.075","1.95","AccountingRestricted"
"01","854250","0012291","061","6.13","122.6","AccountingRestricted"
"01","854250","0012291","062","0.98","0.98","AccountingRestricted"
"01","854250","0012291","063","0.075","1.95","AccountingRestricted"
"01","854250","0012291","064","0.29","7.54","AccountingRestricted"
"01","854250","0012291","065","0.075","1.5","AccountingRestricted"
"01","854250","0012291","066","0.29","5.8","AccountingRestricted"
"01","854250","0012291","067","0.075","1.5","AccountingRestricted"
"01","854250","0012291","068","0.29","5.8","AccountingRestricted"
"01","854250","0012291","069","0.075","1.5","AccountingRestricted"
"01","854250","0012291","070","0.29","5.8","AccountingRestricted"
"01","854250","0012291","071","0.075","0.75","AccountingRestricted"
"01","854250","0012291","072","0.29","2.9","AccountingRestricted"
"01","854250","0012291","073","0.98","2.94","AccountingRestricted"
"01","854250","0012291","074","0.11","5.5","AccountingRestricted"
"01","854250","0012291","075","0.98","4.9","AccountingRestricted"
"01","854250","0012291","076","0.98","2.94","AccountingRestricted"
"01","854250","0012291","077","0.98","4.9","AccountingRestricted"
"01","854250","0012291","078","0.98","4.9","AccountingRestricted"
"01","854250","0012291","079","0.98","4.9","AccountingRestricted"
"01","854250","0012291","080","0.98","4.9","AccountingRestricted"
"01","854250","0012291","081","0.075","2.25","AccountingRestricted"
"01","854250","0012291","082","0.29","8.7","AccountingRestricted"
"01","854250","0012291","083","0.11","3.3","AccountingRestricted"
"01","854250","0012291","084","0.075","1.5","AccountingRestricted"
"01","854250","0012291","085","0.29","5.8","AccountingRestricted"
"01","854250","0012291","086","0.11","4.4","AccountingRestricted"
"01","854250","0012291","087","0.98","2.94","AccountingRestricted"
"01","854250","0012291","088","0.98","4.9","AccountingRestricted"
"01","854250","0012291","089","0.11","11","AccountingRestricted"
"01","854250","0012291","090","0.075","1.5","AccountingRestricted"
"01","854250","0012291","091","0.29","5.8","AccountingRestricted"
"01","854250","0012291","092","0.11","3.3","AccountingRestricted"
"01","854250","0012291","093","0.29","36.25","AccountingRestricted"
"01","854250","0012291","094","0.075","1.5","AccountingRestricted"
"01","854250","0012291","095","0.29","5.8","AccountingRestricted"
"01","854250","0012291","096","0.075","1.5","AccountingRestricted"
"01","854250","0012291","097","0.29","5.8","AccountingRestricted"
"01","854250","0012291","098","0.98","9.8","AccountingRestricted"
"01","854250","0012291","099","0.075","0.75","AccountingRestricted"
"01","854250","0012291","100","0.29","2.9","AccountingRestricted"
"01","854250","0012291","101","0.11","2.2","AccountingRestricted"
"01","854250","0012291","102","0.075","1.125","AccountingRestricted"
"01","854250","0012291","103","0.29","4.35","AccountingRestricted"
"01","854250","0012291","104","0.075","0.75","AccountingRestricted"
"01","854250","0012291","105","0.29","2.9","AccountingRestricted"
"01","854250","0012291","106","0.075","1.125","AccountingRestricted"
"01","854250","0012291","107","0.29","4.35","AccountingRestricted"
"01","854250","0012291","108","0.98","2.94","AccountingRestricted"
"01","854250","0012291","109","0.075","0.75","AccountingRestricted"
"01","854250","0012291","110","0.29","2.9","AccountingRestricted"
"01","854250","0012291","111","0.075","1.125","AccountingRestricted"
"01","854250","0012291","112","0.29","4.35","AccountingRestricted"
"01","854250","0012291","113","0.11","2.2","AccountingRestricted"
"01","854250","0012291","114","0.075","1.125","AccountingRestricted"
"01","854250","0012291","115","0.29","4.35","AccountingRestricted"
"01","854250","0012291","116","6.13","61.3","AccountingRestricted"
"01","854250","0012291","117","0.29","29","AccountingRestricted"
"01","854250","0012291","118","0.075","0.75","AccountingRestricted"
"01","854250","0012291","119","0.29","2.9","AccountingRestricted"
"01","854250","0012291","120","0.11","1.1","AccountingRestricted"
"01","854250","0012291","121","0.11","24.2","AccountingRestricted"
"01","854250","0012291","122","4.19","209.5","AccountingRestricted"
"01","854250","0012291","123","0.11","1.76","AccountingRestricted"
"01","854250","0012291","124","0.98","4.9","AccountingRestricted"
"01","854250","0012291","125","0.075","1.125","AccountingRestricted"
"01","854250","0012291","126","0.29","4.35","AccountingRestricted"
"01","854250","0012291","127","0.075","1.125","AccountingRestricted"
"01","854250","0012291","128","0.29","4.35","AccountingRestricted"
"01","854250","0012291","129","0.98","2.94","AccountingRestricted"
"01","854250","0012291","130","0.075","0.75","AccountingRestricted"
"01","854250","0012291","131","0.29","2.9","AccountingRestricted"
"01","854250","0012291","132","0.075","1.125","AccountingRestricted"
"01","854250","0012291","133","0.29","4.35","AccountingRestricted"
"01","854250","0012291","134","0.98","2.94","AccountingRestricted"
"01","854250","0012291","135","0.98","2.94","AccountingRestricted"
"01","854250","0012291","136","0.98","4.9","AccountingRestricted"
"01","854250","0012291","137","0.98","4.9","AccountingRestricted"
"01","854250","0012291","138","0.075","0.75","AccountingRestricted"
"01","854250","0012291","139","0.29","2.9","AccountingRestricted"
"01","854250","0012291","140","0.075","1.5","AccountingRestricted"
"01","854250","0012291","141","0.29","5.8","AccountingRestricted"
"01","854250","0012291","142","0.98","24.5","AccountingRestricted"
"01","854250","0012291","143","0.075","0.75","AccountingRestricted"
"01","854250","0012291","144","0.29","2.9","AccountingRestricted"
"01","854250","0012291","145","0.075","0.75","AccountingRestricted"
"01","854250","0012291","146","0.29","2.9","AccountingRestricted"
"01","854250","0012291","147","0.075","1.125","AccountingRestricted"
"01","854250","0012291","148","0.29","4.35","AccountingRestricted"
"01","854250","0012291","149","0.11","1.1","AccountingRestricted"
"01","854250","0012291","150","0.075","0.75","AccountingRestricted"
"01","854250","0012291","151","0.29","2.9","AccountingRestricted"
"01","854250","0012291","152","0.11","1.1","AccountingRestricted"
"01","854250","0012291","153","0.98","4.9","AccountingRestricted"
"01","854250","0012291","154","0.075","1.5","AccountingRestricted"
"01","854250","0012291","155","0.29","5.8","AccountingRestricted"
"01","854250","0012291","156","0.075","1.5","AccountingRestricted"
"01","854250","0012291","157","0.29","5.8","AccountingRestricted"
"01","854250","0012291","158","0.11","7.7","AccountingRestricted"
"01","854250","0012291","159","0.075","3","AccountingRestricted"
"01","854250","0012291","160","0.29","11.6","AccountingRestricted"
"01","854250","0012291","161","0.075","2.25","AccountingRestricted"
"01","854250","0012291","162","0.29","8.7","AccountingRestricted"
"01","854250","0012291","163","0.29","87","AccountingRestricted"
"01","854250","0012291","164","0.11","1.1","AccountingRestricted"
"01","854250","0012291","165","0.11","9.9","AccountingRestricted"
"01","854250","0012291","166","0.98","2.94","AccountingRestricted"
"01","854250","0012291","167","4.19","335.2","AccountingRestricted"
"01","854250","0012291","168","0.11","1.1","AccountingRestricted"
"01","854250","0012291","169","0.11","11","AccountingRestricted"
"01","854250","0012291","170","0.075","1.5","AccountingRestricted"
"01","854250","0012291","171","0.29","5.8","AccountingRestricted"
"01","854250","0012291","172","0.98","4.9","AccountingRestricted"
"01","854250","0012291","173","0.11","11","AccountingRestricted"
"01","854250","0012291","174","0.075","1.5","AccountingRestricted"
"01","854250","0012291","175","0.29","5.8","AccountingRestricted"
"01","854250","0012291","176","0.11","3.3","AccountingRestricted"
"01","854250","0012291","177","0.075","1.5","AccountingRestricted"
"01","854250","0012291","178","0.29","5.8","AccountingRestricted"
"01","854250","0012291","179","0.11","6.6","AccountingRestricted"
"01","854250","0012291","180","0.29","58","AccountingRestricted"
"01","854250","0012291","181","0.075","1.875","AccountingRestricted"
"01","854250","0012291","182","1.3","234","AccountingRestricted"
"01","854250","0012291","183","1.2","72","AccountingRestricted"
"01","854250","0012291","184","4.19","251.4","AccountingRestricted"
"01","854250","0012291","185","4.4","264","AccountingRestricted"
"01","854250","0012291","186","4.19","502.8","AccountingRestricted"
"01","854250","0012291","187","4.4","264","AccountingRestricted"
"01","854250","0012291","188","4.19","251.4","AccountingRestricted"
"01","854250","0012291","189","0.11","4.4","AccountingRestricted"
"01","854250","0012291","190","0.11","4.4","AccountingRestricted"
"01","854250","0012291","191","0.11","1.32","AccountingRestricted"
"01","854250","0012291","192","0.075","0.15","AccountingRestricted"
"01","854250","0012291","193","0.29","0.58","AccountingRestricted"
"01","854250","0012291","194","0.075","0.375","AccountingRestricted"
"01","854250","0012291","195","0.29","1.45","AccountingRestricted"
"01","854250","0012291","196","0.075","0.525","AccountingRestricted"
"01","854250","0012291","197","0.29","2.03","AccountingRestricted"
"01","854250","0012291","198","0.075","0.375","AccountingRestricted"
"01","854250","0012291","199","0.29","1.45","AccountingRestricted"
"01","854250","0012291","200","0.11","1.32","AccountingRestricted"
"01","854250","0026593","003","0.25","25","AccountingRestricted"
"01","854250","0026593","004","0.25","25","AccountingRestricted"
"01","854250","0026593","005","0","0","AccountingRestricted"
"01","854250","0026593","007","0.11","5.5","AccountingRestricted"
"01","854250","0026593","008","0.11","5.5","AccountingRestricted"
"01","854250","0026593","009","0","0","AccountingRestricted"
"01","854250","0026593","013","0.77","38.5","AccountingRestricted"
"01","854250","0026593","014","0.77","38.5","AccountingRestricted"
"01","854250","0026593","015","0","0","AccountingRestricted"
"01","854250","0026636","001","2.25","33.75","AccountingRestricted"
"01","854250","0026636","002","2.25","11.25","AccountingRestricted"
"01","854250","0026636","003","0","0","AccountingRestricted"
"01","854250","0026636","004","0.066","0.99","AccountingRestricted"
"01","854250","0026636","005","0.066","12.21","AccountingRestricted"
"01","854250","0026636","006","0","0","AccountingRestricted"
"01","854250","0026636","007","0.17","8.5","AccountingRestricted"
"01","854250","0026636","008","0.17","25.5","AccountingRestricted"
"01","854250","0026636","009","0","0","AccountingRestricted"
"01","854250","0027059","016","0.33","16.5","AccountingRestricted"
"01","854250","0027279","010","0.09","18","AccountingRestricted"
"01","854250","0027360","020","1.1","4.4","AccountingRestricted"
"01","854250","0027360","030","1.9","7.6","AccountingRestricted"
"01","854250","0038758","015","0.44","22","AccountingRestricted"
"01","854250","0038758","020","0","0","AccountingRestricted"
"01","854250","0039264","035","0.0076","30.4","AccountingRestricted"
"01","854250","0039554","005","0.0043","21.5","AccountingRestricted"
"01","854250","0039558","005","0.584","73","AccountingRestricted"
"01","854250","0039558","010","0.584","43.8","AccountingRestricted"
"01","854250","0039558","015","0","0","AccountingRestricted"
"01","854250","0039558","020","0.17","21.25","AccountingRestricted"
"01","854250","0039558","025","0.17","12.75","AccountingRestricted"
"01","854250","0039558","030","0","0","AccountingRestricted"
"01","854250","0039558","035","0.16","20","AccountingRestricted"
"01","854250","0039558","040","0.16","12","AccountingRestricted"
"01","854250","0039558","045","0","0","AccountingRestricted"
"01","854250","0041957","005","0.376","56.4","AccountingRestricted"
"01","854250","0041957","010","0.285","142.5","AccountingRestricted"
"01","854250","0042426","015","3","750","AccountingRestricted"
"01","854250","0042426","030","0.5","225","AccountingRestricted"
"01","854250","0042426","045","1","100","AccountingRestricted"
"01","854250","0042426","060","0.588","58.8","AccountingRestricted"
"01","854250","0042426","075","0.39","39","AccountingRestricted"
"01","854250","0042426","090","0.3","30","AccountingRestricted"
"01","854250","0042426","105","0.39","39","AccountingRestricted"
"01","854250","0042426","120","0.39","39","AccountingRestricted"
"01","854250","0042427","015","0.35","350","AccountingRestricted"
"01","854250","0042427","030","0.9","180","AccountingRestricted"
"01","854250","0042427","060","0.51","102","AccountingRestricted"
"01","854250","0042441","015","0.467","46.7","AccountingRestricted"
"01","854250","0042441","030","0.196","58.8","AccountingRestricted"
"01","854250","0042464","035","3","1200","AccountingRestricted"
"01","854250","0042464","040","3","150","AccountingRestricted"
"01","854250","0042465","020","0.414","82.8","AccountingRestricted"
"01","854250","0042465","040","0.27","27","AccountingRestricted"
"01","854250","0042465","110","0.467","46.7","AccountingRestricted"
"01","854250","0042465","130","0.25","25","AccountingRestricted"
"01","854250","0043546","005","0.73","73","AccountingRestricted"
"01","854250","0044896","045","38.45","76.9","AccountingRestricted"
"01","854250","0044949","015","0.68","34","AccountingRestricted"
"01","854250","0044949","020","0.68","34","AccountingRestricted"
"01","854250","0045898","015","19.7","59.1","AccountingRestricted"
"01","854250","0045934","005","0.643","192.9","AccountingRestricted"
"01","854250","0045934","010","0.483","48.3","AccountingRestricted"
"01","854250","0442218","005","0.654","130.8","AccountingRestricted"
"01","854250","0442218","010","1.16","232","AccountingRestricted"
"01","854250","0442218","015","0.474","23.7","AccountingRestricted"
"01","854250","0442218","020","0.876","87.6","AccountingRestricted"
"01","854250","0442218","025","0.876","87.6","AccountingRestricted"
"01","854250","0442218","030","0.94","47","AccountingRestricted"
"01","889350","0039759","010","5.45","5.45","AccountingRestricted"
"01","889350","0039759","015","0","0","AccountingRestricted"
"01","889350","0039859","005","3.75","150","AccountingRestricted"
"01","889350","0042610","025","19.956","319.296","AccountingRestricted"
"01","889350","0042610","050","5.85","99.45","AccountingRestricted"
"01","889350","0042610","055","0","0","AccountingRestricted"
"01","889350","0043374","010","18.9","56.7","AccountingRestricted"
"01","889350","0044983","015","18.5","74","AccountingRestricted"
"01","889350","0045604","030","135","4725","AccountingRestricted"
"01","889350","0045604","060","6.95","556","AccountingRestricted"
"01","889350","0045604","075","5.6","224","AccountingRestricted"
"01","889350","0045607","025","15.85","1109.5","AccountingRestricted"
"01","889350","0045607","030","0","0","AccountingRestricted"
"01","889350","0045897","025","4.25","680","AccountingRestricted"
"01","889350","0045897","030","4.25","935","AccountingRestricted"
"01","895425","0043486","010","15.75","173.25","AccountingRestricted"
"01","895425","0043486","015","15.75","693","AccountingRestricted"
"01","895425","0043486","020","15.75","1575","AccountingRestricted"
"01","895425","0046089","005","0","0","AccountingRestricted"
"01","947850","0026659","004","0.55","5.5","AccountingRestricted"
"01","947850","0026659","032","0.32","9.6","AccountingRestricted"
"01","947850","0026659","033","0","0","AccountingRestricted"
"01","947850","0026659","037","0.32","70.4","AccountingRestricted"
"01","947850","0026659","038","0.32","25.6","AccountingRestricted"
"01","947850","0026659","039","0","0","AccountingRestricted"
"01","947850","0027895","005","0.34","34.34","AccountingRestricted"
"01","947850","0027895","010","0.34","31.28","AccountingRestricted"
"01","947850","0027895","015","0.34","85","AccountingRestricted"
"01","947850","0038693","015","1.78","178","AccountingRestricted"
"01","947850","0040950","005","0.25","125","AccountingRestricted"
"01","947850","0040951","005","0.09","45","AccountingRestricted"
"01","947850","0040951","010","0.1","25","AccountingRestricted"
"01","947850","0040951","015","0","0","AccountingRestricted"
"01","947850","0040957","005","0.13","455","AccountingRestricted"
"01","947850","0040957","010","0.1","150","AccountingRestricted"
"01","947850","0040957","015","0","0","AccountingRestricted"
"01","947850","0041277","010","6.18","55.62","AccountingRestricted"
"01","947850","0041277","015","0","0","AccountingRestricted"
"01","947850","0041311","002","0.14","98","AccountingRestricted"
"01","947850","0041311","004","0.114","79.8","AccountingRestricted"
"01","947850","0042172","020","0.13","6.5","AccountingRestricted"
"01","947850","0042172","025","0.13","9.75","AccountingRestricted"
"01","947850","0042172","030","0","0","AccountingRestricted"
"01","947850","0042273","005","0.29","29","AccountingRestricted"
"01","947850","0042273","010","0.5","50","AccountingRestricted"
"01","947850","0042273","015","0.5","50","AccountingRestricted"
"01","947850","0042445","015","1.35","33.75","AccountingRestricted"
"01","947850","0042738","045","0.78","44.46","AccountingRestricted"
"01","947850","0042738","050","0","0","AccountingRestricted"
"01","947850","0042738","080","0.53","8.48","AccountingRestricted"
"01","947850","0042738","085","0","0","AccountingRestricted"
"01","947850","0042948","005","0.4","38","AccountingRestricted"
"01","947850","0042948","010","0.4","18","AccountingRestricted"
"01","947850","0042948","015","0.4","64","AccountingRestricted"
"01","947850","0043686","005","1.17","117","AccountingRestricted"
"01","947850","0043686","010","0.17","17","AccountingRestricted"
"01","947850","0043686","015","0.13","13","AccountingRestricted"
"01","947850","0044910","005","0.4","800","AccountingRestricted"
"01","947850","0045029","020","0.15","15","AccountingRestricted"
"01","947850","0045029","025","0","0","AccountingRestricted"
"01","947850","0045287","005","4.8","2400","AccountingRestricted"
"01","947850","0045473","010","0","0","AccountingRestricted"
