Ord Dt	Cust#	Cust Name	P/O	Sls Ord#	Ln#	WorkOrd	WorkOrd Qty	Qty Shp'd	Qty Open	Item#	Description	Ship Dt	Price	Ext Price	MatlCost	LabrCost	TotlCost
03/19/26	549250	MASON ELECTRIC CO.       	300022834 	0012033	010	UNKNOWN	          0	          0	          2	999-6419-03         	PRINTED CIRCUIT BOARD ASSY LED 	03/19/26	     85.35	    170.70 	      0.00   	     40.00   	     40.00   
03/31/26	001021	VALIDYNE ENGINEERING     	19972     	0012035	010	0115593	         56	          0	         31	QR196385            	HARNESS ASSEMBLY 	03/31/26	    500.00	  15500.00 	      0.00   	    160.00   	    160.00   
10/15/25	001037	MEGGITT (N. HOLLYWOOD), I	4551246288	0012028	020	UNKNOWN	          0	          0	         59	160238-1            	CIRCUIT BOARD ASSY 	04/01/26	     46.45	   2740.55 	     13.00   	      0.00   	     13.00   
11/19/25	839287	THERMASOL STEAMBATH CO.  	41636     	0012042	030	UNKNOWN	          0	          0	        100	03-4770-5           	POWER SUPPLY PCB ASSY (SIDE) 	04/15/26	     35.00	   3500.00 	      7.82   	      8.80   	     16.62   
10/27/25	001061	SKURKA AEROSPACE INC.    	P173897   	0012033	010	0115543	        100	          0	          2	H661-BS693          	CABLE ASSY 	04/17/26	    472.80	    945.60 	    461.02   	     20.40   	    481.42   
02/02/26	578350	SAFRAN CABIN LAMPHUN LTD.	MLEP44592 	0012057	010	0115574	         55	          0	         55	600280-103          	CONTROLLER BOARD 	05/12/26	    933.50	  51342.50 	     82.41   	     40.00   	    122.41   
11/19/25	839287	THERMASOL STEAMBATH CO.  	41636     	0012042	080	UNKNOWN	          0	          0	        100	03-4780             	ONE TOUCH PCB ASSY 	05/15/26	     34.43	   3443.00 	     75.78   	      9.90   	     85.68   
05/20/26	578350	SAFRAN CABIN LAMPHUN LTD.	MLEP37357 	0011896	010	0115414	         20	          0	         -1	500144-103          	PANEL ASSEMBLY 	05/20/26	      0.00	      0.00 	    954.79   	     40.00   	    994.79   
05/20/26	578350	SAFRAN CABIN LAMPHUN LTD.	MLEP37357 	0011896	020	UNKNOWN	          0	          0	          1	500144-103          	PANEL ASSEMBLY 	05/20/26	      0.00	      0.00 	    954.79   	     40.00   	    994.79   
05/20/26	578350	SAFRAN CABIN LAMPHUN LTD.	MLEP37357 	0011896	050	UNKNOWN	          0	          0	         -2	500144-103          	PANEL ASSEMBLY 	05/20/26	      0.00	      0.00 	    954.79   	     40.00   	    994.79   
05/20/26	578350	SAFRAN CABIN LAMPHUN LTD.	MLEP37357 	0011896	060	UNKNOWN	          0	          0	          2	500144-103          	PANEL ASSEMBLY 	05/20/26	      0.00	      0.00 	    954.79   	     40.00   	    994.79   
04/01/26	549250	MASON ELECTRIC CO.       	300023105 	0012077	010	0115597	         70	          0	          3	799-057-2           	CCA, RH, PROGRAMMED 	05/24/26	    439.33	   1317.99 	      0.00   	     30.00   	     30.00   
11/19/25	839287	THERMASOL STEAMBATH CO.  	41636     	0012042	040	UNKNOWN	          0	          0	        100	03-4770-5           	POWER SUPPLY PCB ASSY (SIDE) 	06/01/26	     35.00	   3500.00 	      7.82   	      8.80   	     16.62   
05/19/26	565650	MEGGITT SAFETY SYSTEMS   	4551292410	0012083	010	0115604	        234	          0	         40	910781-03           	SMOKE DETECTOR SINGLE, 8930 	06/03/26	    364.80	  14592.00 	     14.39   	     30.00   	     44.39   
06/03/26	549250	MASON ELECTRIC CO.       	300023434 	0012084	010	0115605	          9	          0	          9	999-057-36          	CCA, ARINC-429 I/F,CCD 	06/15/26	    443.18	   3988.62 	      2.17   	    108.40   	    110.57   
06/16/26	578350	SAFRAN CABIN LAMPHUN LTD.	MLEP31885 	0011751	100	UNKNOWN	          0	          0	         -1	500144-103          	PANEL ASSEMBLY 	06/16/26	      0.00	      0.00 	    954.79   	     40.00   	    994.79   
06/16/26	578350	SAFRAN CABIN LAMPHUN LTD.	MLEP31885 	0011751	110	UNKNOWN	          0	          0	          1	500144-103          	PANEL ASSEMBLY 	06/16/26	      0.00	      0.00 	    954.79   	     40.00   	    994.79   
06/16/26	578350	SAFRAN CABIN LAMPHUN LTD.	MLEP31885 	0011751	150	UNKNOWN	          0	          0	         -1	500144-103          	PANEL ASSEMBLY 	06/16/26	      0.00	      0.00 	    954.79   	     40.00   	    994.79   
06/16/26	578350	SAFRAN CABIN LAMPHUN LTD.	MLEP31885 	0011751	160	UNKNOWN	          0	          0	          1	500144-103          	PANEL ASSEMBLY 	06/16/26	      0.00	      0.00 	    954.79   	     40.00   	    994.79   
07/07/25	001148	HUGHEY & PHILLIPS        	HP00194834	0012005	190	UNKNOWN	          0	          0	         10	277-5014-003        	TRIGGER CONTROL BOARD 	07/01/26	    143.55	   1435.50 	     33.82   	     40.00   	     73.82   
10/21/25	001148	HUGHEY & PHILLIPS        	HP00195446	0012034	060	UNKNOWN	          0	          0	          5	B7C19PAA            	MASTER CARD 	07/01/26	    129.74	    648.70 	     35.06   	     17.00   	     52.06   
10/31/25	001148	HUGHEY & PHILLIPS        	HP00195447	0012035	040	UNKNOWN	          0	          0	          5	B7C57LAA-001        	ALARM CARD 	07/01/26	    114.17	    570.85 	     36.72   	     23.20   	     59.92   
11/07/25	001148	HUGHEY & PHILLIPS        	HP00195568	0012040	110	UNKNOWN	          0	          0	         10	B7C14PAA            	MASTER CARD 	07/01/26	    128.84	   1288.40 	     33.67   	     26.00   	     59.67   
11/20/25	001148	HUGHEY & PHILLIPS        	HP00195647	0012041	070	UNKNOWN	          0	          0	         10	B7C23LAA-001        	ALARM CARD 	07/01/26	     82.55	    825.50 	     27.42   	     18.40   	     45.82   
01/27/26	001148	HUGHEY & PHILLIPS        	HP00195872	0012055	090	UNKNOWN	          0	          0	          5	B7C21LAA-001        	CCA ALARM CARD BCN-LS LED 120V 	07/01/26	    105.93	    529.65 	     26.13   	     15.00   	     41.13   
05/07/26	001148	HUGHEY & PHILLIPS        	HP00196695	0012082	010	0115602	          5	          0	          2	B7C91PAA            	CCA, ALARM CARD SEMI 1 CH PCBA 	07/01/26	     72.94	    145.88 	     17.38   	     12.40   	     29.78   
05/07/26	001148	HUGHEY & PHILLIPS        	HP00196695	0012082	030	UNKNOWN	          0	          0	          3	B7C91PAA            	CCA, ALARM CARD SEMI 1 CH PCBA 	07/01/26	     72.94	    218.82 	     17.38   	     12.40   	     29.78   
05/07/26	001148	HUGHEY & PHILLIPS        	HP00196695	0012082	050	0115603	         50	          0	         10	B7C24LAA-001        	ALARM BCN-LED 120V 	07/01/26	    132.79	   1327.90 	     75.66   	     18.40   	     94.06   
05/07/26	001148	HUGHEY & PHILLIPS        	HP00196695	0012082	070	UNKNOWN	          0	          0	         10	B7C24LAA-001        	ALARM BCN-LED 120V 	07/01/26	    132.79	   1327.90 	     75.66   	     18.40   	     94.06   
04/23/26	001077	SARICA MANUFACTURING COMP	SP00174416	0012078	010	0115598	        100	          0	        100	PA446B              	PHOTOCELL PCB ASSY 	07/06/26	     19.21	   1921.00 	      2.80   	      2.80   	      5.60   
07/07/25	001148	HUGHEY & PHILLIPS        	HP00194880	0012006	110	UNKNOWN	          0	          0	          5	277-3261            	ASSY 1 POWER SUPPLY 	07/08/26	    207.09	   1035.45 	     96.03   	     55.60   	    151.63   
01/19/26	001165	AERO FLUID PRODUCTS      	P138315   	0012053	010	0115570	        150	          0	         10	718720-1            	ISOLATION SWITCH ASSY 	07/08/26	   1237.85	  12378.50 	    213.31   	     96.00   	    309.31   
01/19/26	001165	AERO FLUID PRODUCTS      	P138315   	0012053	030	UNKNOWN	          0	          0	         20	718720-1            	ISOLATION SWITCH ASSY 	07/08/26	   1237.85	  24757.00 	    213.31   	     96.00   	    309.31   
05/19/26	565650	MEGGITT SAFETY SYSTEMS   	4551292410	0012083	030	UNKNOWN	          0	          0	         50	910781-03           	SMOKE DETECTOR SINGLE, 8930 	07/08/26	    364.80	  18240.00 	     14.39   	     30.00   	     44.39   
01/14/26	001165	AERO FLUID PRODUCTS      	P138515   	0012054	030	UNKNOWN	          0	          0	        200	15K35-1             	FILTER AND RECTIFIER ASSEMBLY 	07/10/26	     61.85	  12370.00 	      1.10   	     15.20   	     16.30   
03/17/26	001082	ABBOTT TECHNOLOGIES, INC.	47854     	0012067	030	UNKNOWN	          0	          0	         10	B11020-26           	PCBA-644 	07/15/26	     82.04	    820.40 	      4.80   	     17.20   	     22.00   
02/21/26	001165	AERO FLUID PRODUCTS      	P139101   	0012063	030	UNKNOWN	          0	          0	        125	5372-36-1           	SWITCH HARNESS ASSY 	07/15/26	     54.44	   6805.00 	      0.00   	      9.20   	      9.20   
11/19/25	839287	THERMASOL STEAMBATH CO.  	41636     	0012042	050	UNKNOWN	          0	          0	        100	03-4770-5           	POWER SUPPLY PCB ASSY (SIDE) 	07/15/26	     35.00	   3500.00 	      7.82   	      8.80   	     16.62   
06/09/26	001061	SKURKA AEROSPACE INC.    	P176090   	0012086	010	0115607	         10	          0	         10	4240157-1           	CCA, PLUG, MOTOR 	07/17/26	    376.67	   3766.70 	     62.20   	     43.96   	    106.16   
10/13/25	001037	MEGGITT (N. HOLLYWOOD), I	4551252615	0012029	040	UNKNOWN	          0	          0	        100	450007              	PCB ASSEMBLY 	07/22/26	     21.31	   2131.00 	      7.41   	      4.00   	     11.41   
06/05/26	001238	KING NUTRONICS CORPORATIO	953       	0012085	010	0115606	         20	          0	         20	KA3666-361-005      	PCBA AUTO PRESS.CAL. 	07/24/26	   1094.98	  21899.60 	    233.08   	     54.80   	    287.88   
01/19/26	001165	AERO FLUID PRODUCTS      	P138315   	0012053	050	UNKNOWN	          0	          0	         20	718720-1            	ISOLATION SWITCH ASSY 	07/27/26	   1237.85	  24757.00 	    213.31   	     96.00   	    309.31   
03/04/26	565650	MEGGITT SAFETY SYSTEMS   	4551281494	0012066	010	0115585	         10	          0	         10	H23982-1            	CONTROLLER COVER ASSY 	07/29/26	   4269.87	  42698.70 	    259.29   	     90.40   	    349.69   
11/07/25	001148	HUGHEY & PHILLIPS        	HP00195568	0012040	130	UNKNOWN	          0	          0	         10	B7C14PAA            	MASTER CARD 	08/03/26	    128.84	   1288.40 	     33.67   	     26.00   	     59.67   
06/10/26	001037	MEGGITT (N. HOLLYWOOD), I	4551301478	0012087	010	UNKNOWN	          0	          0	        100	160192 REV NC       	PLATE,INTERFACE PCB BARE BOARD 	08/05/26	     20.05	   2005.00 	      0.00   	      0.00   	      0.00   
06/04/25	001037	MEGGITT (N. HOLLYWOOD), I	4551226777	0011998	040	UNKNOWN	          0	          0	         10	159617              	PRINTED CIRCUIT ASSEMBLY OP20 	08/07/26	    495.75	   4957.50 	    175.42   	     40.00   	    215.42   
01/19/26	001165	AERO FLUID PRODUCTS      	P138315   	0012053	070	UNKNOWN	          0	          0	         20	718720-1            	ISOLATION SWITCH ASSY 	08/08/26	   1237.85	  24757.00 	    213.31   	     96.00   	    309.31   
04/13/26	001148	HUGHEY & PHILLIPS        	HP00196437	0012075	050	UNKNOWN	          0	          0	          5	B7C11PAA            	MASTER CARD 	08/10/26	    131.57	    657.85 	     35.15   	     26.66   	     61.81   
03/17/26	001082	ABBOTT TECHNOLOGIES, INC.	47854     	0012067	040	UNKNOWN	          0	          0	         10	B11020-26           	PCBA-644 	08/12/26	     82.04	    820.40 	      4.80   	     17.20   	     22.00   
07/07/25	001148	HUGHEY & PHILLIPS        	HP00194880	0012006	130	UNKNOWN	          0	          0	          5	277-3261            	ASSY 1 POWER SUPPLY 	09/01/26	    207.09	   1035.45 	     96.03   	     55.60   	    151.63   
10/31/25	001148	HUGHEY & PHILLIPS        	HP00195447	0012035	050	UNKNOWN	          0	          0	          5	B7C57LAA-001        	ALARM CARD 	09/01/26	    114.17	    570.85 	     36.72   	     23.20   	     59.92   
03/05/26	001148	HUGHEY & PHILLIPS        	HP00195650	0012064	090	UNKNOWN	          0	          0	         10	277-3939            	PCB ASSEMBLY 	09/01/26	     31.00	    310.00 	      5.27   	      2.83   	      8.10   
05/07/26	001148	HUGHEY & PHILLIPS        	HP00196695	0012082	090	UNKNOWN	          0	          0	         10	B7C24LAA-001        	ALARM BCN-LED 120V 	09/01/26	    132.79	   1327.90 	     75.66   	     18.40   	     94.06   
01/19/26	001165	AERO FLUID PRODUCTS      	P138315   	0012053	090	UNKNOWN	          0	          0	         20	718720-1            	ISOLATION SWITCH ASSY 	09/07/26	   1237.85	  24757.00 	    213.31   	     96.00   	    309.31   
01/19/26	001165	AERO FLUID PRODUCTS      	P138315   	0012053	121	UNKNOWN	          0	          0	         30	718720-1            	ISOLATION SWITCH ASSY 	09/15/26	   1237.85	  37135.50 	    213.31   	     96.00   	    309.31   
07/07/25	001148	HUGHEY & PHILLIPS        	HP00194880	0012006	150	UNKNOWN	          0	          0	          5	277-3261            	ASSY 1 POWER SUPPLY 	10/01/26	    207.09	   1035.45 	     96.03   	     55.60   	    151.63   
11/07/25	001148	HUGHEY & PHILLIPS        	HP00195568	0012040	150	UNKNOWN	          0	          0	         10	B7C14PAA            	MASTER CARD 	10/01/26	    128.84	   1288.40 	     33.67   	     26.00   	     59.67   
05/19/26	565650	MEGGITT SAFETY SYSTEMS   	4551292410	0012083	050	UNKNOWN	          0	          0	         50	910781-03           	SMOKE DETECTOR SINGLE, 8930 	10/07/26	    364.80	  18240.00 	     14.39   	     30.00   	     44.39   
01/14/26	001165	AERO FLUID PRODUCTS      	P138515   	0012054	050	UNKNOWN	          0	          0	        200	15K35-1             	FILTER AND RECTIFIER ASSEMBLY 	10/09/26	     61.85	  12370.00 	      1.10   	     15.20   	     16.30   
03/27/26	565650	MEGGITT SAFETY SYSTEMS   	4551286831	0012072	010	0115591	         12	          0	         12	6834-03             	PC BD ASSY CONTROL FALCON 2000 	10/09/26	   1490.00	  17880.00 	     31.44   	     98.96   	    130.40   
03/27/26	565650	MEGGITT SAFETY SYSTEMS   	4551286872	0012073	010	0115592	         11	          0	         11	6834-04             	PC BD ASSY CONTROL FALCON 2000 	10/09/26	   1490.00	  16390.00 	     31.44   	     98.96   	    130.40   
04/13/26	001148	HUGHEY & PHILLIPS        	HP00196437	0012075	070	UNKNOWN	          0	          0	          5	B7C11PAA            	MASTER CARD 	10/12/26	    131.57	    657.85 	     35.15   	     26.66   	     61.81   
10/30/25	001165	AERO FLUID PRODUCTS      	P137686   	0012039	030	UNKNOWN	          0	          0	         50	1175136-1           	CAPACITOR TUBE ASSEMBLY 	10/15/26	    430.13	  21506.50 	      0.00   	      0.00   	      0.00   
02/21/26	001165	AERO FLUID PRODUCTS      	P139101   	0012063	050	UNKNOWN	          0	          0	        125	5372-36-1           	SWITCH HARNESS ASSY 	10/15/26	     54.44	   6805.00 	      0.00   	      9.20   	      9.20   
10/13/25	001037	MEGGITT (N. HOLLYWOOD), I	4551252615	0012029	050	UNKNOWN	          0	          0	        100	450007              	PCB ASSEMBLY 	10/21/26	     21.31	   2131.00 	      7.41   	      4.00   	     11.41   
06/04/25	001037	MEGGITT (N. HOLLYWOOD), I	4551226777	0011998	050	UNKNOWN	          0	          0	         10	159617              	PRINTED CIRCUIT ASSEMBLY OP20 	10/23/26	    495.75	   4957.50 	    175.42   	     40.00   	    215.42   
07/07/25	001148	HUGHEY & PHILLIPS        	HP00194880	0012006	170	UNKNOWN	          0	          0	          5	277-3261            	ASSY 1 POWER SUPPLY 	11/02/26	    207.09	   1035.45 	     96.03   	     55.60   	    151.63   
03/05/26	001148	HUGHEY & PHILLIPS        	HP00195650	0012064	110	UNKNOWN	          0	          0	         10	277-3939            	PCB ASSEMBLY 	11/02/26	     31.00	    310.00 	      5.27   	      2.83   	      8.10   
05/07/26	001148	HUGHEY & PHILLIPS        	HP00196695	0012082	110	UNKNOWN	          0	          0	         10	B7C24LAA-001        	ALARM BCN-LED 120V 	11/02/26	    132.79	   1327.90 	     75.66   	     18.40   	     94.06   
05/19/26	565650	MEGGITT SAFETY SYSTEMS   	4551292410	0012083	070	UNKNOWN	          0	          0	         50	910781-03           	SMOKE DETECTOR SINGLE, 8930 	11/04/26	    364.80	  18240.00 	     14.39   	     30.00   	     44.39   
10/13/25	001037	MEGGITT (N. HOLLYWOOD), I	4551252615	0012029	060	UNKNOWN	          0	          0	        100	450007              	PCB ASSEMBLY 	11/09/26	     21.31	   2131.00 	      7.41   	      4.00   	     11.41   
07/07/25	001148	HUGHEY & PHILLIPS        	HP00194880	0012006	190	UNKNOWN	          0	          0	          5	277-3261            	ASSY 1 POWER SUPPLY 	12/01/26	    207.09	   1035.45 	     96.03   	     55.60   	    151.63   
11/07/25	001148	HUGHEY & PHILLIPS        	HP00195568	0012040	170	UNKNOWN	          0	          0	         10	B7C14PAA            	MASTER CARD 	12/01/26	    128.84	   1288.40 	     33.67   	     26.00   	     59.67   
03/05/26	001148	HUGHEY & PHILLIPS        	HP00195650	0012064	130	UNKNOWN	          0	          0	         10	277-3939            	PCB ASSEMBLY 	12/01/26	     31.00	    310.00 	      5.27   	      2.83   	      8.10   
05/19/26	565650	MEGGITT SAFETY SYSTEMS   	4551292410	0012083	090	UNKNOWN	          0	          0	         44	910781-03           	SMOKE DETECTOR SINGLE, 8930 	12/09/26	    364.80	  16051.20 	     14.39   	     30.00   	     44.39   
04/13/26	001148	HUGHEY & PHILLIPS        	HP00196437	0012075	090	UNKNOWN	          0	          0	          5	B7C11PAA            	MASTER CARD 	12/14/26	    131.57	    657.85 	     35.15   	     26.66   	     61.81   
06/04/25	001037	MEGGITT (N. HOLLYWOOD), I	4551226777	0011998	060	UNKNOWN	          0	          0	         44	159617              	PRINTED CIRCUIT ASSEMBLY OP20 	12/21/26	    495.75	  21813.00 	    175.42   	     40.00   	    215.42   
09/27/23	565650	MEGGITT SAFETY SYSTEMS   	4551097248	0011802	290	UNKNOWN	          0	          0	         75	910781-01           	PCBA SMOKE DET MICRO602 (DUAL) 	12/31/26	    402.80	  30210.00 	     28.75   	     30.00   	     58.75   
10/13/25	001037	MEGGITT (N. HOLLYWOOD), I	4551252615	0012029	070	UNKNOWN	          0	          0	        100	450007              	PCB ASSEMBLY 	01/04/27	     21.31	   2131.00 	      7.41   	      4.00   	     11.41   
11/07/25	001148	HUGHEY & PHILLIPS        	HP00195568	0012040	190	UNKNOWN	          0	          0	         10	B7C14PAA            	MASTER CARD 	01/04/27	    128.84	   1288.40 	     33.67   	     26.00   	     59.67   
05/07/26	001148	HUGHEY & PHILLIPS        	HP00196695	0012082	130	UNKNOWN	          0	          0	         10	B7C24LAA-001        	ALARM BCN-LED 120V 	01/04/27	    132.79	   1327.90 	     75.66   	     18.40   	     94.06   
01/14/26	001165	AERO FLUID PRODUCTS      	P138515   	0012054	070	UNKNOWN	          0	          0	        200	15K35-1             	FILTER AND RECTIFIER ASSEMBLY 	01/14/27	     61.85	  12370.00 	      1.10   	     15.20   	     16.30   
05/11/26	001165	AERO FLUID PRODUCTS      	P139703   	0012080	015	UNKNOWN	          0	          0	        100	5372-35-2           	CONNECTOR HARNESS ASSY 	01/15/27	    108.39	  10838.75 	      0.24   	     22.32   	     22.56   
03/05/26	001148	HUGHEY & PHILLIPS        	HP00195650	0012064	150	UNKNOWN	          0	          0	         10	277-3939            	PCB ASSEMBLY 	02/01/27	     31.00	    310.00 	      5.27   	      2.83   	      8.10   
04/13/26	001148	HUGHEY & PHILLIPS        	HP00196437	0012075	110	UNKNOWN	          0	          0	          5	B7C11PAA            	MASTER CARD 	02/08/27	    131.57	    657.85 	     35.15   	     26.66   	     61.81   
03/05/26	001148	HUGHEY & PHILLIPS        	HP00195650	0012064	170	UNKNOWN	          0	          0	         10	277-3939            	PCB ASSEMBLY 	03/01/27	     31.00	    310.00 	      5.27   	      2.83   	      8.10   
03/05/26	001148	HUGHEY & PHILLIPS        	HP00195650	0012064	190	UNKNOWN	          0	          0	         10	277-3939            	PCB ASSEMBLY 	04/01/27	     31.00	    310.00 	      5.27   	      2.83   	      8.10   
02/25/26	001165	AERO FLUID PRODUCTS      	P139065   	0012065	030	UNKNOWN	          0	          0	         75	5411-125-1          	WIRING HARNESS ASSY MOTOR 	05/19/27	     22.58	   1693.50 	      0.00   	     40.00   	     40.00   
05/11/26	001165	AERO FLUID PRODUCTS      	P139703   	0012080	017	UNKNOWN	          0	          0	         50	5372-35-2           	CONNECTOR HARNESS ASSY 	07/15/27	    108.39	   5419.38 	      0.24   	     22.32   	     22.56   
