"CanonicalTable","Field","FirmId","CodeDomain","CodeType","CodeValue","OccurrenceCount","CurrentDescription","Classification"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS PREPAID","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS PRIORITY","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS RED","480",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS RED (ARROW)","2",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS RED / GRND","4",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS RED / UPS G","2",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS RED SAVER","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS RES","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS TRUCK","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS UPGRADE 2ND","2",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS(BLAKE TO D)","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS/DELVRY/CALL","4",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS/FED EX","2",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS/TRUCK","3",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS\","10",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS]","4",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPS3","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPSRED","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPSRED #924-897","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPSS","2",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UPW","2",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","US","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","US POSTAL SERVI","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","USPS","3",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","USPS PRIORITY","4",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","UUPS","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","VIKING","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","W.C.","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","W/C","175",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","W/C/","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","WC","5",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","WIIL CAL","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","WIIL CALL","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","WILL CALL","487",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","WILL CALL / UPS","2",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","WILL CALL ONLY","5",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","WILL CALL OR UP","3",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","WILL CALL=","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","WILL CALLL","4",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","WILL-CALL","1",,"TransactionDerived"
"PurchaseReceipt","ShippingMethod","01","Purchasing","ShippingMethod","WLLCALL","1",,"TransactionDerived"
"PurchaseOrder","FreightTerms","01","Purchasing","FreightTerms","DLE ACCNT","2",,"FreeText"
"PurchaseOrder","FreightTerms","01","Purchasing","FreightTerms","XXXXXXXXXXXXXXX","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","'","3",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms",".","2",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","\","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","]","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","0","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","30","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","924-897","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","927-897","3",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","ACCNT: 924-897","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","C.O.D.","2",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","CHARGE $130","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","COLLECT","8",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","COLLECT 924-897","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","COLLEVT","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","DLE ACCNT","19",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","DLE ACCOUNT","10",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","DLE UPS ACCNT","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","FED-EX","2",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","GRND RATES","2",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","ORIGIN","15",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","PRE PAY&ADD","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","s","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","STD","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","UPS","23",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","UPS 2ND DAY","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","UPS# 924-897","1",,"FreeText"
"PurchaseReceipt","FreightTerms","01","Purchasing","FreightTerms","W/C","1",,"FreeText"
"CustomerMaster","CustomerTypeCode","01","Customer","CustomerType","001","78","DEFAULT","SourceMaster"
"EmployeeReference","DepartmentCode","01","Employee","Department","01","2","Officers","SourceMaster"
"EmployeeReference","DepartmentCode","01","Employee","Department","02","2","Office","SourceMaster"
"EmployeeReference","DepartmentCode","01","Employee","Department","03","1","Salesmen -Commission","SourceMaster"
"EmployeeReference","DepartmentCode","01","Employee","Department","04","6","Warehouse","SourceMaster"
"EmployeeReference","JobTitleCode","01","Employee","JobTitle","01","2","Officers","SourceMaster"
"EmployeeReference","JobTitleCode","01","Employee","JobTitle","02","2","Office","SourceMaster"
"EmployeeReference","JobTitleCode","01","Employee","JobTitle","03","1","Commission","SourceMaster"
"EmployeeReference","JobTitleCode","01","Employee","JobTitle","04","6","Warehouse","SourceMaster"
"SalesOrderLine","LineCode","01","Sales","SalesOrderLineType","S","105",,"SourceMaster"
"PurchaseOrderLine","LineCode","01","Purchasing","PurchaseOrderLineType","M","222",,"SourceMaster"
"PurchaseOrderLine","LineCode","01","Purchasing","PurchaseOrderLineType","N","65",,"SourceMaster"
"PurchaseOrderLine","LineCode","01","Purchasing","PurchaseOrderLineType","S","1097",,"SourceMaster"
"PurchaseOrderLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","EA","1025",,"TransactionDerived"
"PurchaseOrderLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","FT","79",,"TransactionDerived"
"PurchaseOrderLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","GL","1",,"TransactionDerived"
"PurchaseOrderLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","PK","2",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure",".","10",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","1","1",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","11","2",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","20","1",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","3","11",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","40","3",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","CA","70",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","CN","1",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","EA","182217",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","FT","4795",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","GL","185",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","I.","32",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","IC","35",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","IN","86",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","LB","12",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","MR","2",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","PK","1",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","QT","1",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","QZ","1",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","RL","1",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","WA","1",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","YD","27",,"TransactionDerived"
"PurchaseReceiptLine","UnitOfMeasure","01","Inventory","UnitOfMeasure","ZI","54",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","65","1",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","A","3",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","AR","1",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","CS","2",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","E","7",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","EA","26777",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","ED","1",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","FT","1575",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","GA","2",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","GL","13",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","IN","162",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","LB","1",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","LC","1",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","LT","4",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","NA","1",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","OZ","2",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","RA","1",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","RL","3",,"TransactionDerived"
"InventoryItem","SalesUnitOfMeasure","01","Inventory","UnitOfMeasure","YD","2",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","65","1",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","A","3",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","AR","1",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","CS","2",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","E","7",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","EA","26723",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","ED","1",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","FT","1641",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","GA","2",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","GL","19",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","IN","147",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","LB","1",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","LC","1",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","LT","4",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","NA","1",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","RA","1",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","RL","3",,"TransactionDerived"
"InventoryItem","PurchaseUnitOfMeasure","01","Inventory","UnitOfMeasure","YD","2",,"TransactionDerived"
"WorkOrder","UnitOfMeasure","01","Production","UnitOfMeasure","EA","10348",,"TransactionDerived"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","00","1",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","01","68",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","02","47",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","07","2",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","08","30",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","09","1",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","12","109",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","14","11",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","27","11",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","30","22",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","31","25",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","38","35",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","39","7",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","60","4",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","62","10",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","67","2",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","72","17",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","73","1",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","83","3",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","87","46",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","93","6",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","95","2",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","A1","4",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","A2","11",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","A3","15",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","A4","2",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","A6","1",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","A7","1",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","B0","23",,"SourceMaster"
"PurchaseOrder","WarehouseId","01","Inventory","Warehouse","XX","1",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","00","6",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","01","151",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","02","134",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","03","1",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","07","4",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","08","63",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","09","3",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","12","405",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","14","24",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","27","14",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","30","57",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","31","55",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","38","71",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","39","12",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","60","11",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","62","22",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","67","2",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","72","50",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","83","5",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","87","140",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","93","13",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","95","5",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","A1","4",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","A2","34",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","A3","29",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","A4","4",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","A6","4",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","A7","4",,"SourceMaster"
"PurchaseOrderLine","WarehouseId","01","Inventory","Warehouse","B0","57",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","00","14",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","01","2867",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","02","4526",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","03","1128",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","06","421",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","07","136",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","08","764",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","09","47",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","11","28",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","12","15511",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","13","39",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","14","481",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","15","7",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","17","231",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","18","65",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","19","1",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","2","4",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","27","1388",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","28","1",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","30","2298",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","31","1024",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","32","12",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","37","21",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","38","2599",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","39","819",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","40","3",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","44","16",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","45","16",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","46","1",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","50","2",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","51","1",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","57","44",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","58","65",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","60","62",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","61","4",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","62","358",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","63","5",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","65","8",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","66","132",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","67","49",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","71","22",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","72","1186",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","73","33",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","76","1",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","77","4",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","78","84",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","80","23",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","83","91",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","84","8",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","85","95",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","87","1156",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","89","92",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","90","19",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","93","56",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","94","1",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","95","96",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","96","5",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","97","26",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","99","12",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","A0","3",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","A1","92",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","A2","245",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","A3","455",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","A4","4",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","A5","18",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","A6","47",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","A7","10",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","A8","12",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","A9","1",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","B0","456",,"SourceMaster"
"PurchaseReceipt","WarehouseId","01","Inventory","Warehouse","B1","13",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","00","72",,"SourceMaster"
"PurchaseReceiptLine","WarehouseId","01","Inventory","Warehouse","01","6390",,"SourceMaster"
