"CanonicalTable","Field","FirmId","CodeDomain","CodeType","CodeValue","OccurrenceCount","CurrentDescription","Classification"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-295","22",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-310","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-320","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-335","30",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-380","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-425","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-65","9",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","03C-70","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-115","30",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-131","13",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-133","17",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-150","13",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-160","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-165","32",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-180","31",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-190","39",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-195","62",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-20","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-210","15",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-220","21",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-230","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-235","11",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-240","13",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-250","55",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-260","16",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-265","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-270","82",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-290","13",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-30","20",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-305","19",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-306","17",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-308","9",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-309","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-312","36",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-330","31",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-335","16",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-345","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-350","73",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-377","53",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-390","90",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-430","53",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-435","13",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-440","45",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-485","19",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-50","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-500","22",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-505","17",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-510","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-545","61",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04A-550","24",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-10","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-110","34",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-115","56",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-130","22",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-135","33",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-140","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-143","35",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-155","12",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-20","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-200","27",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-205","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-210","40",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-215","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-218","48",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-225","19",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-255","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-260","28",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-265","27",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-270","17",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-275","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-280","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-285","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-300","35",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-305","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-310","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-350","23",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-355","21",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-55","25",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-60","13",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-65","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-70","30",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-80","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-90","24",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04B-95","24",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-05","39",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-10","39",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-105","95",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-110","14",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-115","25",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-120","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-125","28",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-130","15",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-135","29",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-140","52",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-145","65",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-15","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-150","20",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-155","67",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-160","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-165","27",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-170","12",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-175","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-180","37",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-190","57",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-195","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-20","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-205","36",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-210","24",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-225","23",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-230","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-235","75",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-240","40",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-280","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-30","26",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-310","17",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-315","70",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-320","29",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-325","37",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-330","40",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-345","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-360","69",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-370","85",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-40","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-420","16",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-425","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-430","46",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-435","50",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-440","35",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-45","52",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-455","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-460","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-465","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-470","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-475","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-480","13",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-485","37",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-490","38",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-50","47",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-500","21",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-510","19",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-515","30",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-520","55",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-530","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-535","15",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-545","14",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-55","14",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-60","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-70","25",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-75","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-80","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-85","41",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-90","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","04C-95","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05-135","21",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-05","60",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-10","22",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-130","28",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-140","19",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-15","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-160","15",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-175","19",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-185","17",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-190","15",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-215","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-220","25",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-240","23",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-275","34",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-280","28",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-285","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-290","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-295","12",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-30","19",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-315","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-320","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-330","17",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-345","16",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-35","39",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-360","26",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-365","25",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-370","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-375","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-380","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-385","12",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-386","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-390","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-395","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-40","81",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-400","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-420","11",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-421","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-45","65",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-60","156",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-65","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-75","15",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-80","31",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-85","104",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05A-90","94",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-100","38",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-105","23",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-110","16",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-135","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-145","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-15","38",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-165","17",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-170","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-200","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-215","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-240","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-245","28",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-25","34",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-260","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-285","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-310","11",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-315","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-335","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-40","26",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-50","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-55","38",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-56","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-60","33",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-70","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","05C-75","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-05","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-10","34",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-100","83",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-105","22",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-110","12",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-115","32",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-117","57",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-120","24",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-130","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-135","9",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-140","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-145","59",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-15","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-150","58",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-155","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-160","53",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-170","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-20","77",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-25","64",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-30","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-35","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-40","20",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-45","36",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-50","27",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-55","17",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-65","63",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-70","62",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-75","32",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-80","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-85","16",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06B-90","13",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-10","40",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-100","85",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-105","99",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-107","70",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-110","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-115","81",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-130","92",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-15","14",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-150","147",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-155","35",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-160","86",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-170","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-20","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-25","51",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-30","49",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-35","36",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-40","16",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-45","22",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-50","18",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-53","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-54","19",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-55","50",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-60","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-70","225",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-75","49",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-80","51",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-85","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-90","125",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","06C-95","114",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07A","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07A-05","22",,"TransactionDerived"
